komentar,sentimen,emosi
"Lo tau gak sih, sering liat #KaburAjaDulu di FYP, apaan sih itu?, semangat semua 💪",Positif,Lainnya
"Lo tau gak sih, pro kontra banget sih campaign ini, menarik sih ini",Positif,Lainnya
"Gak nyangka, ini campaign waras banget sih, anyway gw support deh",Positif,Lainnya
"Baru ngeh kalo, #KaburAjaDulu tuh keren banget 😭, anyway gw support deh",Positif,Sedih
"Gak nyangka, gak semua bisa relate sama beginian, relate ga sih?",Netral,Lainnya
"Gak nyangka, buat gw ini bukan nyerah, tapi self-care 💅, cuma pendapat pribadi ya",Netral,Lainnya
"Gak nyangka, gak semua bisa relate sama beginian, wkwkwk",Netral,Lainnya
"Baru ngeh kalo, gue belum ngerti sepenuhnya soal gerakan ini, semangat semua 💪",Positif,Lainnya
"Menurutku, buat gw ini bukan nyerah, tapi self-care 💅, wkwkwk",Netral,Lainnya
"Gak nyangka, gak semua bisa relate sama beginian, no offense ya",Netral,Lainnya
"Ini tuh kayak, akhirnya ada yg bahas soal burnout 😩, cuma pendapat pribadi ya",Negatif,Lainnya
"Lo tau gak sih, beneran ngerasa divalidasi sm gerakan ini, semangat semua 💪",Positif,Lainnya
"Parah sih, anak muda skrg terlalu dimanja pake campaign begini, menarik sih ini",Positif,Lainnya
"Gue rasa, #KaburAjaDulu malah nyuruh lari dari masalah 👎, semangat semua 💪",Positif,Lainnya
"Menurutku, buat gw ini bukan nyerah, tapi self-care 💅, ya gitu deh",Netral,Lainnya
"Sumpah ya, pro kontra banget sih campaign ini, wkwkwk",Netral,Lainnya
"Gw gak ngerti deh, jadi alesan buat mager doang 😒, menarik sih ini",Positif,Lainnya
"Menurutku, kampanye beginian tuh cuma gimmick doang, no offense ya",Netral,Lainnya
"Parah sih, gue belum ngerti sepenuhnya soal gerakan ini, gitu aja sih",Netral,Lainnya
"Gw gak ngerti deh, relate bgt ama hidup gw skrg 😭😭, ya gitu deh",Netral,Sedih
"Asli deh, gak ngerti harus dukung apa enggak, no offense ya",Positif,Lainnya
"Gw gak ngerti deh, bagus bgt buat ngingetin kita istirahat, relate ga sih?",Positif,Lainnya
"Parah sih, ini self-care atau justru nyerah?, gitu aja sih",Netral,Lainnya
"Lo tau gak sih, sering liat #KaburAjaDulu di FYP, apaan sih itu?, menarik sih ini",Positif,Lainnya
"Gak nyangka, kampanye ginian bisa disalahpahami loh, semangat semua 💪",Positif,Lainnya
"Asli deh, jadi alesan buat mager doang 😒, anyway gw support deh",Positif,Lainnya
"Gak nyangka, anak muda skrg terlalu dimanja pake campaign begini, semangat semua 💪",Positif,Lainnya
"Baru ngeh kalo, #KaburAjaDulu tuh keren banget 😭, gitu aja sih",Positif,Sedih
"Gak nyangka, beneran ngerasa divalidasi sm gerakan ini, anyway gw support deh",Positif,Lainnya
"Gue rasa, kadang emg harus kabur dulu biar balik lebih kuat 💪, relate ga sih?",Sedih,Lainnya
"Lo tau gak sih, ini campaign waras banget sih, relate ga sih?",Netral,Lainnya
"Parah sih, bukan solusi kalo cuman kabur doang, no offense ya",Netral,Lainnya
"Sumpah ya, kesannya malah nyuruh nyerah bgt sih, relate ga sih?",Netral,Lainnya
"Menurutku, buat gw ini bukan nyerah, tapi self-care 💅, relate ga sih?",Netral,Lainnya
"Sumpah ya, bagus bgt buat ngingetin kita istirahat, wkwkwk",Positif,Lainnya
"Gw gak ngerti deh, biasa aja sih menurut gw, semangat semua 💪",Positif,Lainnya
"Gw gak ngerti deh, beneran ngerasa divalidasi sm gerakan ini, wkwkwk",Netral,Lainnya
"Asli deh, kampanye beginian tuh cuma gimmick doang, gitu aja sih",Netral,Lainnya
"Gak nyangka, relate bgt ama hidup gw skrg 😭😭, cuma pendapat pribadi ya",Netral,Sedih
"Ini tuh kayak, kampanye beginian tuh cuma gimmick doang, semangat semua 💪",Positif,Lainnya
"Ini tuh kayak, ini campaign waras banget sih, relate ga sih?",Netral,Lainnya
"Baru ngeh kalo, harusnya ngajarin hadapi, bukan kabur 😑, cuma pendapat pribadi ya",Sedih,Lainnya
"Gak nyangka, bukan solusi kalo cuman kabur doang, menarik sih ini",Positif,Lainnya
"Gak nyangka, biasa aja sih menurut gw, setuju gak lo?",Positif,Lainnya
"Gak nyangka, relate bgt ama hidup gw skrg 😭😭, gitu aja sih",Netral,Sedih
"Gue rasa, anak muda skrg terlalu dimanja pake campaign begini, relate ga sih?",Netral,Lainnya
"Menurutku, anak muda skrg terlalu dimanja pake campaign begini, gitu aja sih",Netral,Lainnya
"Ini tuh kayak, #KaburAjaDulu tuh keren banget 😭, ya gitu deh",Positif,Sedih
"Baru ngeh kalo, akhirnya ada yg bahas soal burnout 😩, semangat semua 💪",Positif,Lainnya
"Ini tuh kayak, kadang emg harus kabur dulu biar balik lebih kuat 💪, relate ga sih?",Sedih,Lainnya
"Sumpah ya, anak muda skrg terlalu dimanja pake campaign begini, gitu aja sih",Netral,Lainnya
"Lo tau gak sih, jadi alesan buat mager doang 😒, ya gitu deh",Netral,Lainnya
"Ini tuh kayak, pro kontra banget sih campaign ini, anyway gw support deh",Positif,Lainnya
"Menurutku, masih bingung maksudnya kabur tuh kayak gimana?, cuma pendapat pribadi ya",Netral,Lainnya
"Gue rasa, #KaburAjaDulu tuh keren banget 😭, anyway gw support deh",Positif,Sedih
"Lo tau gak sih, campaign-nya relate abis sama anak muda skrg, cuma pendapat pribadi ya",Netral,Lainnya
"Asli deh, masih bingung maksudnya kabur tuh kayak gimana?, cuma pendapat pribadi ya",Netral,Lainnya
"Gw gak ngerti deh, buat gw ini bukan nyerah, tapi self-care 💅, menarik sih ini",Positif,Lainnya
"Lo tau gak sih, biasa aja sih menurut gw, setuju gak lo?",Positif,Lainnya
"Gue rasa, kampanye beginian tuh cuma gimmick doang, no offense ya",Netral,Lainnya
"Ini tuh kayak, relate bgt ama hidup gw skrg 😭😭, no offense ya",Netral,Sedih
"Asli deh, kadang emg harus kabur dulu biar balik lebih kuat 💪, semangat semua 💪",Positif,Lainnya
"Sumpah ya, kadang emg harus kabur dulu biar balik lebih kuat 💪, ya gitu deh",Sedih,Lainnya
"Asli deh, #KaburAjaDulu malah nyuruh lari dari masalah 👎, ya gitu deh",Netral,Lainnya
"Gak nyangka, kampanye ginian bisa disalahpahami loh, gitu aja sih",Netral,Lainnya
"Gue rasa, ini campaign waras banget sih, semangat semua 💪",Positif,Lainnya
"Baru ngeh kalo, gak semua bisa relate sama beginian, semangat semua 💪",Positif,Lainnya
"Lo tau gak sih, baru tau gerakan ini rame juga ya, gitu aja sih",Netral,Lainnya
"Sumpah ya, gue dukung bgt ini gerakan ✊, menarik sih ini",Positif,Lainnya
"Gw gak ngerti deh, akhirnya ada yg bahas soal burnout 😩, menarik sih ini",Positif,Lainnya
"Asli deh, gak ngerti harus dukung apa enggak, semangat semua 💪",Positif,Lainnya
"Asli deh, akhirnya ada yg bahas soal burnout 😩, wkwkwk",Negatif,Lainnya
"Gak nyangka, akhirnya ada yg bahas soal burnout 😩, setuju gak lo?",Positif,Lainnya
"Sumpah ya, biasa aja sih menurut gw, relate ga sih?",Netral,Lainnya
"Gak nyangka, ini campaign waras banget sih, gitu aja sih",Netral,Lainnya
"Baru ngeh kalo, anak muda skrg terlalu dimanja pake campaign begini, menarik sih ini",Positif,Lainnya
"Parah sih, kampanye beginian tuh cuma gimmick doang, anyway gw support deh",Positif,Lainnya
"Gak nyangka, pro kontra banget sih campaign ini, wkwkwk",Netral,Lainnya
"Ini tuh kayak, kampanye ginian bisa disalahpahami loh, setuju gak lo?",Positif,Lainnya
"Lo tau gak sih, gak semua bisa relate sama beginian, no offense ya",Netral,Lainnya
"Asli deh, jadi alesan buat mager doang 😒, ya gitu deh",Netral,Lainnya
"Lo tau gak sih, ini self-care atau justru nyerah?, wkwkwk",Netral,Lainnya
"Baru ngeh kalo, kadang emg harus kabur dulu biar balik lebih kuat 💪, cuma pendapat pribadi ya",Sedih,Lainnya
"Baru ngeh kalo, #KaburAjaDulu malah nyuruh lari dari masalah 👎, gitu aja sih",Netral,Lainnya
"Sumpah ya, masih bingung maksudnya kabur tuh kayak gimana?, semangat semua 💪",Positif,Lainnya
"Parah sih, gak semua bisa relate sama beginian, gitu aja sih",Netral,Lainnya
"Ini tuh kayak, masih bingung maksudnya kabur tuh kayak gimana?, menarik sih ini",Positif,Lainnya
"Parah sih, baru tau gerakan ini rame juga ya, setuju gak lo?",Positif,Lainnya
"Parah sih, kampanye ginian bisa disalahpahami loh, relate ga sih?",Netral,Lainnya
"Menurutku, pro kontra banget sih campaign ini, gitu aja sih",Netral,Lainnya
"Asli deh, gue dukung bgt ini gerakan ✊, wkwkwk",Positif,Lainnya
"Gue rasa, ini self-care atau justru nyerah?, gitu aja sih",Netral,Lainnya
"Gak nyangka, beneran ngerasa divalidasi sm gerakan ini, wkwkwk",Netral,Lainnya
"Parah sih, ini campaign waras banget sih, anyway gw support deh",Positif,Lainnya
"Gak nyangka, anak muda skrg terlalu dimanja pake campaign begini, anyway gw support deh",Positif,Lainnya
"Gue rasa, kampanye beginian tuh cuma gimmick doang, ya gitu deh",Netral,Lainnya
"Gak nyangka, bukan solusi kalo cuman kabur doang, ya gitu deh",Netral,Lainnya
"Ini tuh kayak, beneran ngerasa divalidasi sm gerakan ini, wkwkwk",Netral,Lainnya
"Menurutku, banyak yg bahas ini, seru juga sih, relate ga sih?",Netral,Lainnya
"Baru ngeh kalo, pro kontra banget sih campaign ini, gitu aja sih",Netral,Lainnya
"Sumpah ya, beneran ngerasa divalidasi sm gerakan ini, gitu aja sih",Netral,Lainnya
"Ini tuh kayak, pro kontra banget sih campaign ini, ya gitu deh",Netral,Lainnya
"Parah sih, gue belum ngerti sepenuhnya soal gerakan ini, anyway gw support deh",Positif,Lainnya
"Menurutku, gak semua bisa relate sama beginian, ya gitu deh",Netral,Lainnya
"Parah sih, kalo semua kabur, yg kerja siapa? 💀, gitu aja sih",Netral,Lainnya
"Gw gak ngerti deh, bagus bgt buat ngingetin kita istirahat, semangat semua 💪",Positif,Lainnya
"Gak nyangka, kadang emg harus kabur dulu biar balik lebih kuat 💪, setuju gak lo?",Positif,Lainnya
"Lo tau gak sih, akhirnya ada yg bahas soal burnout 😩, anyway gw support deh",Positif,Lainnya
"Sumpah ya, #KaburAjaDulu malah nyuruh lari dari masalah 👎, setuju gak lo?",Positif,Lainnya
"Sumpah ya, #KaburAjaDulu tuh keren banget 😭, gitu aja sih",Positif,Sedih
"Gue rasa, jadi alesan buat mager doang 😒, cuma pendapat pribadi ya",Netral,Lainnya
"Gw gak ngerti deh, ini campaign waras banget sih, menarik sih ini",Positif,Lainnya
"Menurutku, buat gw ini bukan nyerah, tapi self-care 💅, setuju gak lo?",Positif,Lainnya
"Lo tau gak sih, kadang emg harus kabur dulu biar balik lebih kuat 💪, menarik sih ini",Positif,Lainnya
"Menurutku, #KaburAjaDulu tuh keren banget 😭, gitu aja sih",Positif,Sedih
"Gak nyangka, anak muda skrg terlalu dimanja pake campaign begini, wkwkwk",Netral,Lainnya
"Sumpah ya, kampanye beginian tuh cuma gimmick doang, gitu aja sih",Netral,Lainnya
"Menurutku, jadi alesan buat mager doang 😒, cuma pendapat pribadi ya",Netral,Lainnya
"Baru ngeh kalo, kadang emg harus kabur dulu biar balik lebih kuat 💪, semangat semua 💪",Positif,Lainnya
"Asli deh, gue belum ngerti sepenuhnya soal gerakan ini, anyway gw support deh",Positif,Lainnya
"Baru ngeh kalo, buat gw ini bukan nyerah, tapi self-care 💅, cuma pendapat pribadi ya",Netral,Lainnya
"Lo tau gak sih, campaign-nya relate abis sama anak muda skrg, cuma pendapat pribadi ya",Netral,Lainnya
"Sumpah ya, anak muda skrg terlalu dimanja pake campaign begini, semangat semua 💪",Positif,Lainnya
"Menurutku, bukan solusi kalo cuman kabur doang, anyway gw support deh",Positif,Lainnya
"Gw gak ngerti deh, masih bingung maksudnya kabur tuh kayak gimana?, relate ga sih?",Netral,Lainnya
"Gw gak ngerti deh, kalo semua kabur, yg kerja siapa? 💀, wkwkwk",Netral,Lainnya
"Parah sih, ini self-care atau justru nyerah?, anyway gw support deh",Positif,Lainnya
"Lo tau gak sih, gak semua bisa relate sama beginian, cuma pendapat pribadi ya",Netral,Lainnya
"Gw gak ngerti deh, kalo semua kabur, yg kerja siapa? 💀, wkwkwk",Netral,Lainnya
"Sumpah ya, relate bgt ama hidup gw skrg 😭😭, menarik sih ini",Positif,Sedih
"Gw gak ngerti deh, jadi alesan buat mager doang 😒, setuju gak lo?",Positif,Lainnya
"Ini tuh kayak, sering liat #KaburAjaDulu di FYP, apaan sih itu?, ya gitu deh",Netral,Lainnya
"Gue rasa, gak semua bisa relate sama beginian, cuma pendapat pribadi ya",Netral,Lainnya
"Gak nyangka, gue dukung bgt ini gerakan ✊, no offense ya",Positif,Lainnya
"Menurutku, ini self-care atau justru nyerah?, relate ga sih?",Netral,Lainnya
"Baru ngeh kalo, kesannya malah nyuruh nyerah bgt sih, menarik sih ini",Positif,Lainnya
"Asli deh, #KaburAjaDulu malah nyuruh lari dari masalah 👎, wkwkwk",Netral,Lainnya
"Menurutku, #KaburAjaDulu malah nyuruh lari dari masalah 👎, no offense ya",Netral,Lainnya
"Gue rasa, bagus bgt buat ngingetin kita istirahat, menarik sih ini",Positif,Lainnya
"Baru ngeh kalo, pro kontra banget sih campaign ini, gitu aja sih",Netral,Lainnya
"Sumpah ya, ini campaign waras banget sih, cuma pendapat pribadi ya",Netral,Lainnya
"Gak nyangka, bukan solusi kalo cuman kabur doang, cuma pendapat pribadi ya",Netral,Lainnya
"Asli deh, biasa aja sih menurut gw, setuju gak lo?",Positif,Lainnya
"Ini tuh kayak, beneran ngerasa divalidasi sm gerakan ini, setuju gak lo?",Positif,Lainnya
"Asli deh, kadang emg harus kabur dulu biar balik lebih kuat 💪, relate ga sih?",Sedih,Lainnya
"Menurutku, sering liat #KaburAjaDulu di FYP, apaan sih itu?, ya gitu deh",Netral,Lainnya
"Parah sih, kesannya malah nyuruh nyerah bgt sih, cuma pendapat pribadi ya",Netral,Lainnya
"Ini tuh kayak, sering liat #KaburAjaDulu di FYP, apaan sih itu?, semangat semua 💪",Positif,Lainnya
"Gak nyangka, gue dukung bgt ini gerakan ✊, cuma pendapat pribadi ya",Positif,Lainnya
"Parah sih, kampanye ginian bisa disalahpahami loh, ya gitu deh",Netral,Lainnya
"Parah sih, buat gw ini bukan nyerah, tapi self-care 💅, menarik sih ini",Positif,Lainnya
"Baru ngeh kalo, gue dukung bgt ini gerakan ✊, menarik sih ini",Positif,Lainnya
"Gak nyangka, kalo semua kabur, yg kerja siapa? 💀, setuju gak lo?",Positif,Lainnya
"Gw gak ngerti deh, biasa aja sih menurut gw, menarik sih ini",Positif,Lainnya
"Sumpah ya, jadi alesan buat mager doang 😒, menarik sih ini",Positif,Lainnya
"Lo tau gak sih, ini campaign waras banget sih, ya gitu deh",Netral,Lainnya
"Ini tuh kayak, lumayan rame, tp gue cuek aja, cuma pendapat pribadi ya",Netral,Lainnya
"Gw gak ngerti deh, kampanye ginian bisa disalahpahami loh, relate ga sih?",Netral,Lainnya
"Baru ngeh kalo, campaign-nya relate abis sama anak muda skrg, setuju gak lo?",Positif,Lainnya
"Sumpah ya, kampanye beginian tuh cuma gimmick doang, menarik sih ini",Positif,Lainnya
"Ini tuh kayak, pro kontra banget sih campaign ini, cuma pendapat pribadi ya",Netral,Lainnya
"Sumpah ya, gak ngerti harus dukung apa enggak, ya gitu deh",Positif,Lainnya
"Sumpah ya, biasa aja sih menurut gw, no offense ya",Netral,Lainnya
"Gue rasa, kampanye beginian tuh cuma gimmick doang, relate ga sih?",Netral,Lainnya
"Gw gak ngerti deh, gue belum ngerti sepenuhnya soal gerakan ini, wkwkwk",Netral,Lainnya
"Ini tuh kayak, #KaburAjaDulu tuh keren banget 😭, cuma pendapat pribadi ya",Positif,Sedih
"Parah sih, ini self-care atau justru nyerah?, anyway gw support deh",Positif,Lainnya
"Baru ngeh kalo, buat gw ini bukan nyerah, tapi self-care 💅, relate ga sih?",Netral,Lainnya
"Asli deh, lumayan rame, tp gue cuek aja, cuma pendapat pribadi ya",Netral,Lainnya
"Gw gak ngerti deh, kesannya malah nyuruh nyerah bgt sih, gitu aja sih",Netral,Lainnya
"Lo tau gak sih, gue belum ngerti sepenuhnya soal gerakan ini, setuju gak lo?",Positif,Lainnya
"Parah sih, kalo semua kabur, yg kerja siapa? 💀, anyway gw support deh",Positif,Lainnya
"Lo tau gak sih, relate bgt ama hidup gw skrg 😭😭, setuju gak lo?",Positif,Sedih
"Asli deh, gue dukung bgt ini gerakan ✊, cuma pendapat pribadi ya",Positif,Lainnya
"Baru ngeh kalo, #KaburAjaDulu tuh keren banget 😭, anyway gw support deh",Positif,Sedih
"Menurutku, ini campaign waras banget sih, gitu aja sih",Netral,Lainnya
"Sumpah ya, biasa aja sih menurut gw, setuju gak lo?",Positif,Lainnya
"Sumpah ya, kesannya malah nyuruh nyerah bgt sih, menarik sih ini",Positif,Lainnya
"Ini tuh kayak, kalo semua kabur, yg kerja siapa? 💀, semangat semua 💪",Positif,Lainnya
"Parah sih, banyak yg bahas ini, seru juga sih, anyway gw support deh",Positif,Lainnya
"Gak nyangka, #KaburAjaDulu malah nyuruh lari dari masalah 👎, semangat semua 💪",Positif,Lainnya
"Gue rasa, beneran ngerasa divalidasi sm gerakan ini, relate ga sih?",Netral,Lainnya
"Gue rasa, kadang emg harus kabur dulu biar balik lebih kuat 💪, gitu aja sih",Sedih,Lainnya
"Baru ngeh kalo, #KaburAjaDulu tuh keren banget 😭, semangat semua 💪",Positif,Sedih
"Gw gak ngerti deh, banyak yg bahas ini, seru juga sih, wkwkwk",Netral,Lainnya
"Parah sih, buat gw ini bukan nyerah, tapi self-care 💅, relate ga sih?",Netral,Lainnya
"Gw gak ngerti deh, baru tau gerakan ini rame juga ya, anyway gw support deh",Positif,Lainnya
"Sumpah ya, jadi alesan buat mager doang 😒, cuma pendapat pribadi ya",Netral,Lainnya
"Gak nyangka, kesannya malah nyuruh nyerah bgt sih, cuma pendapat pribadi ya",Netral,Lainnya
"Menurutku, masih bingung maksudnya kabur tuh kayak gimana?, relate ga sih?",Netral,Lainnya
"Gw gak ngerti deh, masih bingung maksudnya kabur tuh kayak gimana?, semangat semua 💪",Positif,Lainnya
"Asli deh, ini self-care atau justru nyerah?, no offense ya",Netral,Lainnya
"Baru ngeh kalo, biasa aja sih menurut gw, ya gitu deh",Netral,Lainnya
"Baru ngeh kalo, buat gw ini bukan nyerah, tapi self-care 💅, relate ga sih?",Netral,Lainnya
"Asli deh, masih bingung maksudnya kabur tuh kayak gimana?, menarik sih ini",Positif,Lainnya
"Lo tau gak sih, campaign-nya relate abis sama anak muda skrg, wkwkwk",Netral,Lainnya
"Sumpah ya, kalo semua kabur, yg kerja siapa? 💀, cuma pendapat pribadi ya",Netral,Lainnya
"Asli deh, kesannya malah nyuruh nyerah bgt sih, gitu aja sih",Netral,Lainnya
"Parah sih, lumayan rame, tp gue cuek aja, anyway gw support deh",Positif,Lainnya
"Sumpah ya, ini self-care atau justru nyerah?, anyway gw support deh",Positif,Lainnya
"Parah sih, #KaburAjaDulu tuh keren banget 😭, anyway gw support deh",Positif,Sedih
"Gue rasa, beneran ngerasa divalidasi sm gerakan ini, cuma pendapat pribadi ya",Netral,Lainnya
"Gak nyangka, relate bgt ama hidup gw skrg 😭😭, relate ga sih?",Netral,Sedih
"Baru ngeh kalo, kadang emg harus kabur dulu biar balik lebih kuat 💪, wkwkwk",Sedih,Lainnya
"Menurutku, kampanye beginian tuh cuma gimmick doang, semangat semua 💪",Positif,Lainnya
"Baru ngeh kalo, relate bgt ama hidup gw skrg 😭😭, menarik sih ini",Positif,Sedih
"Ini tuh kayak, campaign-nya relate abis sama anak muda skrg, gitu aja sih",Netral,Lainnya
"Ini tuh kayak, ini self-care atau justru nyerah?, anyway gw support deh",Positif,Lainnya
"Sumpah ya, ini self-care atau justru nyerah?, wkwkwk",Netral,Lainnya
"Sumpah ya, gak semua bisa relate sama beginian, ya gitu deh",Netral,Lainnya
"Gw gak ngerti deh, baru tau gerakan ini rame juga ya, menarik sih ini",Positif,Lainnya
"Gak nyangka, kadang emg harus kabur dulu biar balik lebih kuat 💪, setuju gak lo?",Positif,Lainnya
"Asli deh, ini self-care atau justru nyerah?, cuma pendapat pribadi ya",Netral,Lainnya
"Ini tuh kayak, gak semua bisa relate sama beginian, relate ga sih?",Netral,Lainnya
"Parah sih, akhirnya ada yg bahas soal burnout 😩, gitu aja sih",Negatif,Lainnya
"Baru ngeh kalo, gak ngerti harus dukung apa enggak, anyway gw support deh",Positif,Lainnya
"Sumpah ya, gue belum ngerti sepenuhnya soal gerakan ini, wkwkwk",Netral,Lainnya
"Gw gak ngerti deh, harusnya ngajarin hadapi, bukan kabur 😑, ya gitu deh",Sedih,Lainnya
"Gue rasa, masih bingung maksudnya kabur tuh kayak gimana?, gitu aja sih",Netral,Lainnya
"Lo tau gak sih, relate bgt ama hidup gw skrg 😭😭, semangat semua 💪",Positif,Sedih
"Parah sih, gue dukung bgt ini gerakan ✊, semangat semua 💪",Positif,Lainnya
"Asli deh, gue dukung bgt ini gerakan ✊, wkwkwk",Positif,Lainnya
"Sumpah ya, gak ngerti harus dukung apa enggak, semangat semua 💪",Positif,Lainnya
"Baru ngeh kalo, sering liat #KaburAjaDulu di FYP, apaan sih itu?, ya gitu deh",Netral,Lainnya
"Gue rasa, beneran ngerasa divalidasi sm gerakan ini, wkwkwk",Netral,Lainnya
"Gak nyangka, kampanye beginian tuh cuma gimmick doang, wkwkwk",Netral,Lainnya
